Date,City,State,AreaType,School,Fatalities,Wounded,Source,Desc,Year,Lat,Lon
11/20/2014,Tallahassee,Florida,,College,1,3,Wikp,"At around 12:40 a.m. EST, a gunman opened fired in or near the Strozier Library at Florida State University. Three people suffered gunshot injuries and were taken to a local area hospital. One was in critical condition, another was in good condition, and the third was shortly released after treatment. The gunman, later identified as an alumnus from the school, started firing towards responding police officers and was fatally shot by them on the steps of the library.",2014,30.4381,-84.2809
11/20/2014,Miami,Florida,,High School,1,1,Wikp,Two teens were shot during a fight at Miami Carol City High School. One of the boys died.,2014,25.7616798,-80.1917902
12/5/2014,Claremore,Oklahoma,,College,1,0,Wikp,"38-year-old, a former Tulsa police officer, fired two gunshots within the campus of Rogers State University during an attempt to enter a university building, before committing suicide. He had previously been arrested the day before for entering a female student's dormitory room with observable intent to commit a sexual assault.",2014,36.3126,-95.6159
12/12/2014,Portland,Oregon,,High School,0,4,Wikp,"Rosemary Anderson High School shooting: A gunman shot three students and a man outside Rosemary Anderson High School in north Portland. A 16-year-old girl was in critical condition, while the others suffered minor injuries. Two men, aged eighteen and twenty-two, were arrested in connection with the shooting.",2014,45.5230622,-122.6764815
1/15/2015,Milwaukee,Wisconsin,,High School,0,3,Wikp,"A 15-year-old boy, a student's father, and a teacher were each injured in the school parking lot at Wisconsin Lutheran High School. The student had unspecified injuries that were treated. The father was shot in the knee and the teacher was grazed in the toe. A 36-year-old man was charged in the shooting.",2015,43.0115,-87.9735
1/16/2015,Ocala,Florida,,-,0,2,Wikp,"Two were injured in gunfire that occurred after a Friday night basketball game. One was injured directly by a bullet, the other by ricocheting glass.",2015,29.1872,-82.1401
2/4/2015,Frederick,Maryland,,High School,0,2,Wikp,"Two students were shot near the gymnasium of Frederick High School during a junior varsity (JV) boys' basketball game. Approximately two hundred students, staff, and faculty were placed on lockdown for several hours after the shooting while police searched for the suspects. No suspects have been apprehended, although witnesses report seeing four black males dressed all in black who are considered by police to be suspects in this shooting.",2015,39.4144,-77.4106
2/14/2015,Merced,California,,Middle School,1,0,Wikp,A teenager was found killed in the parking lot of Tenaya Middle School. The shooting was reported to have occurred after school hours.,2015,37.303,-120.4843
2/23/2015,Daytona Beach,Florida,,College,0,3,Wikp,"Two students argued outside the music building at Bethune-Cookman University when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.",2015,29.2108,-81.0228
3/30/2015,University City,Missouri,,Elementary School,0,1,Wikp,"Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.",2015,38.67591,-90.35571
4/13/2015,Goldsboro,North Carolina,,College,1,0,Wikp,"A faculty member was killed with a rifle in the school library of Wayne Community College. The suspected 20-year-old gunman was arrested in Florida the next day. As of January 2017, the shooter, an admitted Neo-Nazi is being investigated for a hate crime.",2015,35.3849,-77.9928
4/16/2015,Paradis,Louisiana,,Middle School,0,1,Wikp,"A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.",2015,29.8797,-90.434
4/27/2015,Lacey,Washington,,High School,0,0,Wikp,"A 15-year-old student at North Thurston High School walked into the commons area and fired two shots into the ceiling from a .357 magnum pistol. Brady Olson, a teacher at the school, was able to tackle the student before they could turn the gun on other students. No one was injured or killed. The student is facing charges of firing and possessing a gun on school property.",2015,47.0264,-122.8072
5/12/2015,Jacksonville,Florida,,High School,0,2,Wikp,"Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.",2015,30.3321838,-81.655651
5/24/2015,Flint,Michigan,,High School,0,7,Wikp,"In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.",2015,43.0125274,-83.6874562
8/27/2015,Savannah,Georgia,,College,1,0,Wikp,22-year-old student Christopher Starks was fatally shot in a student union building at Savannah State University. The shooter has not been identified.,2015,32.0835407,-81.0998342
9/3/2015,Sacramento,California,,College,1,2,Wikp,"A man was arguing with at least one other person escalated into a physical fight on the parking lot of Sacramento City College. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspect has not been arrested.",2015,38.5815719,-121.4943996
9/14/2015,Cleveland,Mississippi,,College,2,0,Wikp,A geography professor at Delta State University fatally shot a fellow history professor. The geography professor was chased by police and eventually died of a self-inflicted gunshot wound.,2015,33.744,-90.7248
9/30/2015,Harrisburg,South Dakota,,High School,0,1,Wikp,"A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, a 16-year-old student at the school, was taken into custody and is charged with first-degree attempted murder.",2015,43.4314,-96.6973
10/1/2015,Roseburg,Oregon,,College,10,9,Wikp,"Umpqua Community College shooting: At around 10:40 a.m. PDT, a gunman, identified as a 26-year-old student, opened fire in a hall on the Umpqua Community College campus, killing eight students and one teacher, and injuring nine others. Shooter then committed suicide after engaging responding police officers in a brief gunfight.",2015,43.216505,-123.3417381
10/9/2015,Flagstaff,Arizona,,College,1,3,Wikp,"One student died and three others were wounded in a shooting at Northern Arizona University. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.",2015,35.1995,-111.6514
10/9/2015,Houston,Texas,,College,1,1,Wikp,One person died and another person was injured after someone opened fire outside a Texas Southern University dorm.,2015,29.7604267,-95.3698028
10/22/2015,Nashville,Tennessee,,College,1,3,Wikp,One person was killed and three others were wounded in a shooting at an outdoor courtyard at Tennessee State University. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.,2015,36.1626638,-86.7816016
11/1/2015,Winston-Salem,North Carolina,,College,1,1,Wikp,One person died and another person was injured after someone opened fire on the campus of Winston-Salem State University. A 21-year-old non-student suspect is sought.,2015,36.0998596,-80.244216
11/20/2015,North Las Vegas,Nevada,,High School,1,0,Wikp,A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus of Mojave High School.,2015,36.2008,-115.1121
1/22/2016,Indianapolis,Indiana,,High School,0,1,Wikp,A 15-year-old male was shot in the leg and injured during a night-time basketball game at Lawrence Central High School.,2016,39.768403,-86.158068
1/29/2016,Philadelphia,Pennsylvania,,High School,0,0,Wikp,"A gunshot was fired during a fight in a stairwell at Franklin High School, and no injuries were reported. Three people were detained.",2016,39.9525839,-75.1652215
2/9/2016,Muskegon Heights,Michigan,,High School,0,4,Wikp,"Four people, including two students, were injured during a basketball game event in the parking lot of Muskegon Heights High School.",2016,43.2011,-86.2389
2/12/2016,Glendale,Arizona,,High School,2,0,Wikp,Two 15-year-old girls died in an apparent Murder-Suicide at Independence High School.,2016,33.539,-112.1858
2/29/2016,Middletown,Ohio,,High School,0,4,Wikp,"15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when another 14-year-old opened fire in the Madison High School cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries. Shooter was apprehended in a nearby wooded field.",2016,39.5151,-84.3983
4/23/2016,Antigo,Wisconsin,,High School,1,2,Wikp,"Two students at a prom at Antigo High School were shot and injured by an 18-year-old former student. Shooter later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital.",2016,45.1402,-89.1523
6/1/2016,Los Angeles,California,,College,2,0,Wikp,"2016 UCLA shooting. A Ph.D. student, age 38, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building at UCLA. The shooter then killed himself. He also killed his former wife, Ashley Hasti, age 31, in her Brooklyn Park, Minnesota home.",2016,34.0522342,-118.2436849
6/8/2016,Dorchester,Massachusetts,,High School,1,3,Wikp,One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.,2016,42.31,-71.08
9/6/2016,Cedar Rapids,IA,,High School,1,0,Wikp,A 15 year-old male student shot himself at Jefferson High School. He died at a local hospital several days later.,2016,41.9759,-91.6704
9/9/2016,Alpine,Texas,,High School,1,2,Wikp,A 14-year-old female student shot a 16-year-old girl in an Alpine High School restroom before committing suicide. A police officer accidentally shot another officer during the incident.,2016,30.3574,-103.6609
9/28/2016,Townville,South Carolina,,Elementary School,2,2,Wikp,"Townville Elementary School shooting: Two students and one teacher were wounded after a teen opened fire at Townville Elementary School. The suspect's father was found dead at his home soon after the shooting. One of the victims, six-year-old Jacob Hall, died 3 days after the shooting.",2016,34.5637,-82.8985
10/11/2016,Mobile,Alabama,,High School,0,1,Wikp,"A student was shot in the abdomen and wounded at Vigor High School. The suspect, a 16-year-old boy, turned himself in and was charged with assault.",2016,30.6953657,-88.0398912
10/13/2016,Columbus,Ohio,,High School,0,2,Wikp,"Two students were shot and wounded on the front lawn of Linden McKinley STEM Academy. One was shot in the shoulder, and the other shot in the chest, and were hospitalized in stable condition.",2016,39.9611755,-82.9987942
10/18/2016,San Francisco,California,,High School,0,4,Wikp,"Four students were shot outside June Jordan High School for Equity, a San Francisco public high school. One female victim was in critical condition, while three male victims suffered minor injuries. Two people were arrested in the shooting.",2016,37.7749295,-122.4194155
10/25/2016,Sandy,Utah,,Middle School,0,1,Wikp,Police say the two teens ages 14 and 16 were involved in a confrontation on the far north end of Union Middle School. The boys got into an argument. The argument lead to a shooting. The 14 year old shot the 16 year old twice. He was sent to the hospital in critical but stable condition.,2016,40.5749,-111.848
12/1/2016,Bountiful,Utah,,Middle School,0,0,Wikp,"At Mueller Park Junior High School, a 15-year-old student fired one shot into the ceiling and then pointed the weapon at his own neck. The student was confronted verbally by a teacher and another student and later arrested in possession of a shotgun, a handgun, and ammunition for each.",2016,40.8895,-111.8805
1/20/2017,West Liberty,Ohio,,High School,0,1,Wikp,"A 17-year-old student was charged with attempted murder and other crimes after bringing a gun to West Liberty-Salem High School and firing two shots at 17-year-old student in a bathroom with a shotgun. The victim was injured. The student was ""also is accused of discharging the weapon in the school hallway before returning to the bathroom, where he was eventually taken into custody.""",2017,40.2523,-83.7558
1/20/2017,Seattle,Washington,,College,0,1,Wikp,A 34-year-old man was shot in Red Square at University of Washington while protesting the visit of controversial journalist Milo Yiannopoulos. The shooter turned himself in to the university police and later questioned and released without being charged with a crime.,2017,47.6062095,-122.3320708
3/21/2017,King City,California,,High School,0,1,Wikp,"An 18-year-old King City High School student was shot outside the school's auditorium. The gunman ran across the school's campus and baseball field, and fled the area. The school was then placed on lockdown. The victim was hospitalized with life-threatening injuries. A suspect was arrested in August 2017.",2017,36.2127,-121.126
4/10/2017,San Bernardino,California,,Elementary School,3,1,Wikp,"North Park Elementary School shooting: The shooter, age 53, of Riverside, California, died of a self-inflicted gunshot wound after shooting and killing his estranged wife, Karen Elaine Smith, age 53, in a classroom. An eight-year-old student was also fatally shot, and a seven-year-old student was injured.",2017,34.1083449,-117.2897652
5/4/2017,Irving,Texas,,College,2,0,Wikp,"North Lake College: Shooter killed a 20-year-old student, Janeera Nickol Gonzalez, whom he was stalking. He fatally shot her three times and the college went into lockdown before discovering that the suspect has died from a self-inflicted gunshot wound.",2017,32.8140177,-96.9488945
9/13/2017,Rockford,Washington,,High School,1,3,Wikp,"Freeman High School: Three students injured and one killed after a shooter opened fire. The suspect, a 15-year-old student, was taken into police custody.",2017,47.4521,-117.1307
9/20/2017,Mattoon,Illinois,,High School,0,1,Wikp,"Mattoon High School: A 14-year-old male student was subdued by a female teacher when he attempted to open fire in the school cafeteria at 11:33 a.m. Multiple shots were fired in the process, and one student was struck in the chest and was driven to a nearby hospital suffering non-life-threatening wounds. The student was taken into custody without further incident.",2017,39.4843,-88.3773
11/14/2017,Rancho Tehama Reserve,California,,Elementary School,6,18,Wikp,"Rancho Tehama Reserve shootings: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations. The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. He fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.",2017,40.0165829,-122.4126517
12/7/2017,Aztec,New Mexico,,High School,3,0,Wikp,"Aztec High School shooting: A 21-year-old former male student snuck into Aztec High School disguised as a student and hid in an unlocked washroom with a Glock 9mm hidden in his bag. He retreated from the washroom after being spotted by a school custodian who chased him shouting ""active shooter"" and ""lockdown"". Gunman was able to shoot and kill two students who were caught in the hallway before he killed himself. He had been investigated in 2016 by the FBI when he asked ""where to find cheap assault rifles for a mass shooting"" on an online forum.",2017,36.8221,-107.9929
1/9/2018,Forest City,Iowa,,-,0,0,Wikp,"A man shot a pellet gun at a school bus full of children, shattering a window. No one was injured.",2018,43.2625,-93.6372
1/20/2018,Winston-Salem,North Carolina,,College,1,0,Wikp,A student was fatally shot on the campus of Wake Forest University.,2018,36.0998596,-80.244216
1/22/2018,Italy,Texas,,High School,0,1,Wikp,A 16-year-old male student fired at a 15-year-old classmate in the cafeteria of Italy High School. The gunman left the school immediately after opening fire.,2018,32.184,-96.8847
1/22/2018,New Orleans,Louisiana,,High School,0,1,Wikp,"Shots were fired from a truck in the parking lot of NET Charter High School, targeting a crowd of students during lunch time. One student was slightly injured, apparently from injuries unrelated to gunfire. One person was arrested in connection with the shooting.",2018,29.9510658,-90.0715323
1/23/2018,Marshall County,Kentucky,,High School,2,18,Wikp,"Marshall County High School shooting: A 15-year-old male student shot 16 people in the lobby at Marshall County High School and caused non-gunshot injuries to 4 others. Two 15-year-old students died: one killed at the scene, another died of wounds at Vanderbilt Medical Center.",2018,36.86742,-88.36947
2/1/2018,Los Angeles,California,,Middle School,0,5,Wikp,"Two 15-year-old students, a boy and a girl, were shot and injured inside a classroom at Sal Castro Middle School, which shares a campus with Belmont High School. Three other people suffered injuries unrelated to gunfire. A 12-year-old girl was arrested and put in custody.",2018,34.0522342,-118.2436849
2/14/2018,Parkland,Florida,,High School,17,14,Wikp,Marjory Stoneman Douglas High School shooting: A 19-year-old former student who had been expelled began shooting after pulling a fire alarm.,2018,26.3101,-80.2373
3/2/2018,Mount Pleasant,Michigan,,College,2,0,Wikp,Central Michigan University shooting: Two people shot dead over a domestic dispute.,2018,43.5976,-84.7668
3/7/2018,Birmingham,Alabama,,High School,1,2,Wikp,"Huffman High School.  Law enforcement originally labeled the shooting as ""accidental"".",2018,33.5206608,-86.80249
3/14/2018,Birmingham,Alabama,,College,2,1,Wikp,"UAB: A disgruntled employee entered the UAB Highlands Hospital on the campus of the University of Alabama at Birmingham and shot two hospital employees, fatally wounding one, on the second floor. The perpetrator then shot and fatally wounded himself. ",2018,33.5206608,-86.80249
3/20/2018,Great Mills,Maryland,,High School,2,1,Wikp,"Great Mills High School: School placed on lockdown after a shooting occurred in the morning. A 17-year-old male student, armed with a handgun, shot and fatally injured a female student (with whom he had a prior relationship) and wounded a male student. The student shot himself in the head, fatally, while the school resource officer simultaneously shot at him.",2018,38.2368,-76.4972
4/20/2018,Ocala,Florida,,High School,0,1,Wikp,Forest High School: School evacuated after shooting occurred shortly before a national school walkout for gun control measures.,2018,29.1872,-82.1401
5/11/2018,Palmdale,California,,High School,0,1,Wikp,"Highland High School: A 14-year-old former student allegedly fired a semi-automatic rifle shortly before classes were to begin. A 15-year-old was struck in the shoulder but went into surgery and was expected to recover fully. The suspect ditched the gun in a field and was arrested nearby, and faces a charge of attempted murder.",2018,34.5793,-118.1171
5/16/2018,Dixon,Texas,,High School,0,1,Wikp,"Dixon High School: A 19-year-old student recently kicked off football team allegedly fired shots prior to graduation rehearsal. A school resource officer shot the suspect, who suffered non-life threatening injuries.",2018,36.2749953,-103.041203
5/18/2018,Santa Fe,Texas,,High School,10,10,Wikp,Santa Fe High School shooting: School was evacuated when fire alarms pulled at 7:45 am after students said they had heard gunshots. Shooter had a shotgun and .38 revolver. Multiple IEDs and pipe bombs were also found around the school.,2018,29.378,-95.1058
5/18/2018,Jonesboro,Georgia,,High School,1,3,Wikp,Mount Zion High School: An argument led to a shooting in a parking lot after a high school graduation ceremony for graduates of Perry Learning Center. Mount Zion High School provided overflow parking for people attending the ceremony.,2018,33.5215,-84.3538
5/25/2018,Nobelsville,Indiana,,Middle School,0,2,Wikp,"Noblesville West Middle School shooting: Two people were shot and injured in a shooting at Noblesville West Middle School in Noblesville, Indiana. The shooter is an unnamed middle school student who exited his science classroom and entered with a gun. When he returned, he shot a female student and the science teacher, identified as Jason Seamen. Seamen was shot in the abdomen, hip, and forearm. The gun was wrestled away by Seamen after both he and the female student were shot.",2018,40.0456,-86.0086
8/17/2018,Wellington,Florida,,High School,0,2,Wikp,"Two people were shot and injured at a football game in Palm Beach Central High School in Wellington, Florida.",2018,26.6587,-80.2414
8/30/2018,San Francisco,California,,High School,0,1,Wikp,"One student was injured when two students were joking around about guns, and one student discharged a firearm at Balboa High School (California) in San Francisco, California. 4 students were arrested in this incident, and 2 were allowed to go back to school. The school was on lockdown along with three other schools in the area for two hours. ",2018,37.7749295,-122.4194155
9/5/2018,Providence,Rhode Island,,High School,1,1,Wikp,"William Parsons, a 15-year-old student at Central High School, was shot and killed outside Providence Career and Technical Academy in Providence, Rhode Island. Police said that two young men got into an altercation and shots were fired, hitting the victim, who was uninvolved. The 16-year-old suspect accidentally shot and injured himself while trying to get away, under a mile from the scene.",2018,41.824,-71.4128
9/10/2018,Memphis,Tennessee,,High School,0,1,Wikp,A teen girl was injured after shots were fired into school bus full of students attending Fairley High School.,2018,35.1495343,-90.0489801
9/11/2018,Las Vegas,Nevada,,High School,1,0,Wikp,A 18 year old student was shot at Canyon Springs High Schoolby the baseball field and later died of his injuries at a hospital.,2018,36.1699412,-115.1398296
10/29/2018,Matthews,North Carolina,,High School,1,1,Wikp,"A David W. Butler High School freshman, 16 year old fatally shot sophomore Bobby McKeithen. Shooter is in custody and charged with first-degree murder",2018,35.1168,-80.7237
12/13/2018,Richmond,Indiana,,Middle School,1,0,Wikp,"A 14-year-old male attempted a shooting on Dennis Intermediate School. Informed of his intentions by his own mother, police arrived just before he was able to begin his attack. He was cornered in one of the school's stairwells and died by a self-inflicted gunshot wound.",2018,39.8287,-84.8899
1/25/2019,Mobile,Alabama,,High School,0,2,Wikp,"Two males were wounded after basketball game at Davidson High School, but between Blount High School and Murphy High School, the 15-year old suspect fled the scene before law enforcement arrived and was not arrested until February 8. His mother was arrested for harboring a fugitve",2019,30.6953657,-88.0398912
2/8/2019,Baltimore,Maryland,,High School,0,1,Wikp,"A 25-year-old was confronted by an adult staff member of Frederick Douglas High School, as to his purpose on being on school grounds, in response the gunman shot and injured the staff member",2019,39.2903848,-76.6121893
2/12/2019,Kansas City,Missouri,,High School,1,0,Wikp,"During a basketball game at the Central Academy for Excellence, an argument between two groups led to the groups being escorted out in a staggered fashion. However, as the second group was being escorted out 15-year old Anjanique Wright in the group was shot and later pronounced dead at the hospital",2019,39.0997265,-94.5785667
2/14/2019,Rio Rancho,New Mexico,,High School,0,0,Wikp,A 16-year-old student at V. Sue Cleveland High School discharged a handgun inside the school before classes started and was arrested off school grounds,2019,35.2334,-106.6645
